title,authors,year,journal,abstract,author_keywords,keywords_plus,doi,ut,source_query,title_norm,first_author,dedup_key,source_query_all,dup_rank
Mapping non-native pitch contours to meaning: Perceptual and experiential factors,"Hay, JF; Cannistraci, RA; Zhao, Q",2019,JOURNAL OF MEMORY AND LANGUAGE,"Infants show interesting patterns of flexibility and constraint early in word learning. Here, we explore perceptual and experiential factors that drive associative learning of labels that differ in pitch contour. Contrary to the salience hypothesis proposed in Experiment 1, English-learning 14-month-olds failed to map acoustically distinctive level and dipping labels to novel referents, even though they discriminated the labels when no potential referents were present. Conversely, infants readily mapped the less distinctive rising and dipping labels. In Experiment 2, we found that the degree of pitch variation in labels also does not account for learning. Instead, English-learning infants only learned if one of the labels had a rising pitch contour. We argue that experience with hearing and/or producing native language prosody may lead infants to initially over-interpret the role rising pitch plays in differentiating words. Together, our findings suggest that multiple factors contribute to whether specific acoustic forms will function as candidate object labels.",,,10.1016/j.jml.2018.12.004,WOS:000459523200009,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",mapping non native pitch contours to meaning perceptual and experiential factors,"Hay, JF",doi:10.1016/j.jml.2018.12.004,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Reduced Context Effect on Lexical Tone Normalization in Children with Autism Spectrum Disorder: A Speech-Specific Mechanism,"Kuang, C; Chen, F; Yan, JT; Peng, G",2025,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,"Existing literature has demonstrated that individuals with autism spectrum disorder (ASD) exhibit atypical use of contextual information in their surroundings. However, there is limited understanding regarding their integration of contextual cues in speech processing. This study aims to explore how Mandarin-speaking children with and without ASD identify lexical tones in speech and nonspeech contexts, and to determine whether the size of context effect would be modulated by children's cognitive abilities. Twenty-five children with ASD and 25 typically developing (TD) children were asked to identify Mandarin lexical tones preceded by three types of contexts (speech, nonspeech, and nonspeech-flattened contexts). We also tested child participants' verbal intelligence, nonverbal intelligence, and working memory capacity. Results revealed that the context effect was only observed in the speech contexts, where Mandarin-speaking children with ASD exhibited a reduced context effect compared to TD children. Moreover, TD children with higher verbal intelligence demonstrated a diminished context effect. However, nonverbal intelligence and working memory capacity were not significantly associated with the size of context effect in either group. These findings revealed a subtle yet important difference between ASD and TD children's utilization of speech contexts in lexical tone identification, and validated a speech-specific mechanism underpinning children's lexical tone normalization.",,,10.1007/s10803-025-06775-2,WOS:001438996300001,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",reduced context effect on lexical tone normalization in children with autism spectrum disorder a speech specific mechanism,"Kuang, C",doi:10.1007/s10803-025-06775-2,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Auditory-Motor Mapping Training Facilitates Speech and Word Learning in Tone Language-Speaking Children With Autism: An Early Efficacy Study,"Yan, JT; Chen, F; Gao, XT; Peng, G",2021,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,"Purpose: It has been reported that tone language-speaking children with autism demonstrate speech-specific lexical tone processing difficulty, although they have intact or even better-than-normal processing of nonspeech/melodic pitch analogues. In this early efficacy study, we evaluated the therapeutic potential of Auditory-Motor Mapping Training (AMMT) in facilitating speech and word output for Mandarin-speaking nonverbal and low-verbal children with autism, in comparison with a matched non-AMMT-based control treatment. Method: Fifteen Mandarin-speaking nonverbal and low-verbal children with autism spectrum disorder participated and completed all the AMMT-based treatment sessions by intoning (singing) and tapping the target words delivered via an app, whereas another 15 participants received control treatment. Generalized linear mixed-effects models were created to evaluate speech production accuracy and word production intelligibility across different groups and conditions. Results: Results showed that the AMMT-based treatment provided a more effective training approach in accelerating the rate of speech (especially lexical tone) and word learning in the trained items. More importantly, the enhanced training efficacy on lexical tone acquisition remained at 2 weeks after therapy and generalized to untrained tones that were not practiced. Furthermore, the low-verbal participants showed higher improvement compared to the nonverbal participants. Conclusions: These data provide the first empirical evidence for adopting the AMMT-based training to facilitate speech and word learning in Mandarin-speaking nonverbal and low-verbal children with autism. This early efficacy study holds promise for improving lexical tone production in Mandarin-speaking children with autism but should be further replicated in larger scale randomized studies. Supplemental Material: https://doi.org/10.23641/asha.16834627",,,10.1044/2021_jslhr-21-00029,WOS:000756142500008,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",auditory motor mapping training facilitates speech and word learning in tone language speaking children with autism an early efficacy study,"Yan, JT",doi:10.1044/2021_jslhr-21-00029,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
ACOUSTIC PATTERNS IN HONG KONG CANTONESE HESITATION MARKERS: VOWEL QUALITY AND OMNISYLLABIC TONE,"Sevilla, RM",2024,JOURNAL OF CHINESE LINGUISTICS,"Hesitation markers (HMs) lie somewhere on the dividing line between linguistic and sub-linguistic, evincing at the same time crosslinguistic commonalities as well as language-specific features (Candeaet al.2005; Dingemanse andWoensdregt2020). This study seeks to expand on understanding of these lexically peripheral items by analyzing their acoustic properties in Hong Kong Cantonese (HKCT), including vowel quality and F0. Recent work by Dingemanse and Woensdregt (2020) discusses phoneticsimilarities in HMs across languages, which are constrained by adherence to the phonologies of their respective languages. However, it is unclear how HMs are incorporated into HKCT tonal phonology, which can be characterized as 'omnisyllabic' (Matisoff 1995), every syllable being associated with a lexical tone.The present study gathers acoustic data (F0, F1-F2, duration) from the PolyU Corpus of Spoken Chinese (http://wongtaksum.no-ip.info:81/corpus.htm)across 10 speakers and 196 HMs, comparing them against 525 lexical items. Results for F1-F2 clusteredaround mid-front /epsilon/, which is in line both with around the lower end of the pitch range, approaching Tones 3 and 6, which is expected given effort minimization trends. However, establishing a connection with a particular lexical tone was complicated by the similarity of Tones 3 and 6, which could not be statistically distinguished. Cross-speaker analysis showed considerable variation in F0, indicating that context, intonation, or idiolectal variation may play a substantial role. This has implications for our understanding of how peripheral items likehesitation markers are treated in omnisyllabic tone languages like Cantonese.",,,,WOS:001339028600002,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",acoustic patterns in hong kong cantonese hesitation markers vowel quality and omnisyllabic tone,"Sevilla, RM",ut:WOS:001339028600002,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Modeling tone and intonation in Mandarin and English as a process of target approximation,"Prom-on, S; Xu, Y; Thipakorn, B",2009,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"This paper reports the development of a quantitative target approximation (qTA) model for generating F-0 contours of speech. The qTA model simulates the production of tone and intonation as a process of syllable-synchronized sequential target approximation [Xu, Y. (2005). ""Speech melody as articulatorily implemented communicative functions,"" Speech Commun. 46, 220-251]. It adopts a set of biomechanical and linguistic assumptions about the mechanisms of speech production. The communicative functions directly modeled are lexical tone in Mandarin and lexical stress in English and focus in both languages. The qTA model is evaluated by extracting function-specific model parameters from natural speech via supervised learning (automatic analysis by synthesis) and comparing the F-0 contours generated with the extracted parameters to those of natural utterances through numerical evaluation and perceptual testing. The F-0 contours generated by the qTA model with the learned parameters were very close to the natural contours in terms of root mean square error, rate of human identification of tone, and focus and judgment of naturalness by human listeners. The results demonstrate that the qTA model is both an effective tool for research on tone and intonation and a potentially effective system for automatic synthesis of tone and intonation.",,,10.1121/1.3037222,WOS:000262672600051,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",modeling tone and intonation in mandarin and english as a process of target approximation,"Prom-on, S",doi:10.1121/1.3037222,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Perception of Different Tone Contrasts at Sub-Lexical and Lexical Levels by Dutch Learners of Mandarin Chinese,"Zou, T; Caspers, J; Chen, YY",2022,FRONTIERS IN PSYCHOLOGY,"This study explores the difficulties in distinguishing different lexical tone contrasts at both sub-lexical and lexical levels for beginning and advanced Dutch learners of Mandarin, using a sequence-recall task and an auditory lexical decision task. In both tasks, the Tone 2-Tone 3 contrast is most prone to errors for both groups of learners. A significant improvement in the advanced group was found for this tone contrast in the sub-lexical sequence recall task, but not in the lexical decision task. This is taken as evidence that utilizing tones in on-line spoken word recognition is more complex and demanding for L2 learners than in a memory-based task. The results of the lexical decision task also revealed that advanced learners have developed a stronger sensitivity to Tone 1 compared to the other three tones, with Tone 4 showing the least sensitivity. These findings suggest different levels of robustness and distinctiveness for the representation of different lexical tones in L2 learners' lexicon and consequently different levels of proficiency in integrating tones for lexical processing. The observed patterns of difficulty are potentially related to the acoustic characteristics of different lexical tone contrasts as well as to the interference of the suprasegmental features of learner's native language (i.e., the tonal contrasts of Dutch intonation) on the acquisition of the Mandarin lexical tone contrasts.",,,10.3389/fpsyg.2022.891756,WOS:000813299300001,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",perception of different tone contrasts at sub lexical and lexical levels by dutch learners of mandarin chinese,"Zou, T",doi:10.3389/fpsyg.2022.891756,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(""representation"" AND (""intonation"" OR ""prosody"")) | TS=(""spoken word recognition"" AND intonation) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",5
In defense of prosodic typology: A response to Beckman & Venditti,"Hyman, LM",2012,LINGUISTIC TYPOLOGY,"In two recent handbook articles, Beckman & Venditti (2010, 2011) present overviews of tone and intonation which take issue with both traditional typology and recent attempts to bring clarity to the study of prosodic typology. In the course of their coverage Beckman & Venditti question the ""usefulness"" of distinguishing prosodic systems by ""tonemic function alone"" (e.g., lexical tone, stress, intonation) and raise the question ""Is typology needed?"" Within this context I once again argue for a ""property-driven"" approach to prosodic typology whose goal is not to classify languages into prosodic types, rather to accurately characterize the same vs. different ways in which prosodic properties are exploited. We thus ask (i) whether a given language has word-level contrastive pitch (""tone""), word-level metrical structure (""stress""), both, or neither; (ii) if yes, what does the prosodic system do with the tones and/or stress, both at the word level and postlexically? Given the level-ordered nature of phonological systems, only after the first two questions are dealt with can we move on to the the question with which Beckman & Venditti are most concerned: (iii) how are the surface or output word-prosodic properties integrated with phrase-and utterance-level intonation? While Beckman & Venditti question the usefulness of ""broad-stroke typologies"" which have traditionally distinguished tone, stress, and intonation, their disposition to minimize systemic differences in favor of surface comparisons of phonetic realizations raises important questions concerning levels of representation and the nature of phonological typology itself.",,,10.1515/lingty-2012-0014,WOS:000209107800002,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",in defense of prosodic typology a response to beckman venditti,"Hyman, LM",doi:10.1515/lingty-2012-0014,"TS=(""representation"" AND (""intonation"" OR ""prosody"")) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Research Article Tone Deafness in Music Does Not Preclude Distributional Learning of Nonnative Tonal Languages in Individuals With Congenital Amusia,"Zhu, JQ; Chen, XX; Chen, F; Zhang, CC; Shao, J; Wiener, S",2023,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,"Purpose: Previous studies have shown that individuals with congenital amusia exhibit deficient pitch processing across music and language domains. This study investigated whether adult Chinese-speaking listeners with amusia were still able to learn Thai lexical tones based on stimulus frequency of statistical distribution via distributional learning, despite their degraded lexical tone perception. Method: Following a pretest-training-posttest design, 21 amusics and 23 typical, musically intact listeners were assigned into bimodal and unimodal distribution conditions. Listeners were asked to discriminate minimal pairs of Thai midlevel tone and falling tone superimposed on variable base syllables and uttered by different speakers. The perceptual accuracy for each test session and improvement from pretest to posttest were collected and analyzed between the two groups using generalized mixed-effects models. Results: When discriminating Thai lexical tones, amusics were less accurate than typical listeners. Nonetheless, similarly to control listeners, perceptual gains from pretest to posttest were observed in bimodally rather than unimodally trained amusics, as evidenced by both trained and nontrained test words. Conclusions: Amusics are able to learn lexical tones in a second or foreign context of speech. This extends previous research by showing that amusics' distributional learning of linguistic pitch remains largely preserved despite their degraded pitch processing. It is thus likely that manifestations of amusia in speech could not result from their abnormal statistical learning mechanism. This study meanwhile provides a heuristic approach for future studies to apply this paradigm into amusics' treatment to mitigate their pitch-processing disorder.",,,10.1044/2023_jslhr-22-00572,WOS:001041295400018,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",research article tone deafness in music does not preclude distributional learning of nonnative tonal languages in individuals with congenital amusia,"Zhu, JQ",doi:10.1044/2023_jslhr-22-00572,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Deficits of congenital amusia beyond pitch: Evidence from impaired categorical perception of vowels in Cantonese-speaking congenital amusics,"Zhang, CC; Shao, J; Huang, XN",2017,PLOS ONE,"Congenital amusia is a lifelong disorder of fine-grained pitch processing in music and speech. However, it remains unclear whether amusia is a pitch-specific deficit, or whether it affects frequency/spectral processing more broadly, such as the perception of formant frequency in vowels, apart from pitch. In this study, in order to illuminate the scope of the deficits, we compared the performance of 15 Cantonese-speaking amusics and 15 matched controls on the categorical perception of sound continua in four stimulus contexts: lexical tone, pure tone, vowel, and voice onset time (VOT). Whereas lexical tone, pure tone and vowel continua rely on frequency/spectral processing, the VOT continuum depends on duration/temporal processing. We found that the amusic participants performed similarly to controls in all stimulus contexts in the identification, in terms of the across-category boundary location and boundary width. However, the amusic participants performed systematically worse than controls in discriminating stimuli in those three contexts that depended on frequency/spectral processing (lexical tone, pure tone and vowel), whereas they performed normally when discriminating duration differences (VOT). These findings suggest that the deficit of amusia is probably not pitch specific, but affects frequency/spectral processing more broadly. Furthermore, there appeared to be differences in the impairment of frequency/spectral discrimination in speech and nonspeech contexts. The amusic participants exhibited less benefit in between-category discriminations than controls in speech contexts (lexical tone and vowel), suggesting reduced categorical perception; on the other hand, they performed inferiorly compared to controls across the board regardless of between-and within-category discriminations in nonspeech contexts (pure tone), suggesting impaired general auditory processing. These differences imply that the frequency/spectral-processing deficit might be manifested differentially in speech and nonspeech contexts in amusics D it is manifested as a deficit of higher-level phonological processing in speech sounds, and as a deficit of lower-level auditory processing in nonspeech sounds.",,,10.1371/journal.pone.0183151,WOS:000408085100029,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",deficits of congenital amusia beyond pitch evidence from impaired categorical perception of vowels in cantonese speaking congenital amusics,"Zhang, CC",doi:10.1371/journal.pone.0183151,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
The phonetics of information structure in Yoloxochitl Mixtec,"DiCanio, C; Benn, J; García, RC",2018,JOURNAL OF PHONETICS,"Research on speech prosody has shown that higher-level phonological constituents can be examined directly via their influence on low level phonetic processes (Beckman & Edwards, 1990; Fougeron & Keating, 1997). Despite the strong tradition of research in this area, the existing work has focused mainly on languages which lack lexical tone. This contributes to the view that prosodic structures show little influence on tone, i.e. a language may either have lexical tone or lexical/phrasal stress, the latter of which fits into the prosodic hierarchy. The current paper examines prosodic focus in Yoloxochitl Mixtec, an endangered Otomanguean language spoken in Mexico. Using experimental data from ten speakers in the field, we investigated how sentence position, stress, and focus type influenced the realization of F-o and duration in different tonal melodies. The findings show that the tonal F-o space was expanded and raised on words produced with contrastive focus, less on words produced with narrow focus, and least on words produced under broad, sentential focus. Focus-related lengthening asymmetrically affected stressed syllables in the language more than unstressed syllables. In stressed syllables, this resulted in an increase in tonal hyperarticulation. (C) 2018 Elsevier Ltd. All rights reserved.",,,10.1016/j.wocn.2018.03.001,WOS:000432233400004,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",the phonetics of information structure in yoloxochitl mixtec,"DiCanio, C",doi:10.1016/j.wocn.2018.03.001,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
The influence of tone language experience and speech style on the use of intonation in language discrimination,"Schertz, J; Chow, CTY; Kamal, NSN",2019,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"This work tests whether listeners' use of suprasegmental information in speech perception is modulated by language background and speech style. Native Mandarin (tone language) and Malay (non-tone language) listeners completed an AX language discrimination task with four levels of signal degradation and two speech styles. Listeners in both groups showed more benefit from pitch information in read than in spontaneous speech. Mandarin listeners showed a greater benefit than Malay listeners from the inclusion of f0 information in a segmentally degraded signal, suggesting that experience with lexical tone may extend to increased attention and/or sensitivity to phrase-level pitch contours. (C) 2019 Acoustical Society of America",,,10.1121/1.5117167,WOS:000478628800015,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",the influence of tone language experience and speech style on the use of intonation in language discrimination,"Schertz, J",doi:10.1121/1.5117167,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Impaired perceptual normalization of lexical tones in Cantonese-speaking congenital amusics,"Zhang, CC; Shao, J; Chen, S",2018,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"Human listeners perceive speech sounds relative to acoustic cues in context. In this study the authors examined how congenital amusia, a pitch-processing disorder, affects perceptual normalization of lexical tones according to the distribution of F0 cues in context. Sixteen Cantonese-speaking amusics and 16 controls were tested on the effects of shifting F0 level in four types of contexts on tone perception: nonspeech, reversed speech, semantically anomalous speech, and meaningful speech contexts. Performance of controls replicated previous studies, showing contrastive changes of tone perception according to the shifted F0 level of anomalous and meaningful contexts, which were native speech contexts with phonological cues to estimate a talker's tone space. Effects of nonspeech and reversed contexts were small and inconsistent, and tone perception performance varied depending on the typicality of a talker's F0 range. In contrast to controls, amusics showed reduced context effects in anomalous and meaningful contexts, but largely comparable context effects in nonspeech and reversed contexts, indicating a deficit of amusics in tone normalization through phonological cues in native speech contexts. These findings suggest that the ability to perceive speech sounds relative to acoustic cues in context is not a universal endowment, and that this ability is impaired substantially in amusics. (C) 2018 Acoustical Society of America.",,,10.1121/1.5049147,WOS:000443620700021,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",impaired perceptual normalization of lexical tones in cantonese speaking congenital amusics,"Zhang, CC",doi:10.1121/1.5049147,"TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
"Lexical encoding of L2 tones: The role of L1 stress, pitch accent and intonation","Braun, B; Galts, T; Kabak, B",2014,SECOND LANGUAGE RESEARCH,"Native language prosodic structure is known to modulate the processing of non-native suprasegmental information. It has been shown that native speakers of French, a language without lexical stress, have difficulties storing non-native stress contrasts. We investigated whether the ability to store lexical tone (as in Mandarin Chinese) also depends on the first language (L I) prosodic structure and, if so, how. We tested participants from a stress language (German), a language without word stress (French), a language with restricted lexical tonal contrasts (Japanese), and Mandarin Chinese controls. Furthermore, German has a rich intonational structure, while French and Japanese dispose of fewer utterance-level pitch contrasts. The participants learnt associations between disyllabic non-words (4 tonal contrasts) and objects and indicated whether picture word pairs matched with what they had learnt (complete match, segmental or tonal mismatch conditions). In the tonal mismatch condition, the Mandarin Chinese controls had the highest sensitivity, followed by the German participants. The French and Japanese participants showed no sensitivity towards these tonal contrasts. Utterance-level prosody is hence better able to predict success in second language (L2) tone learning than word prosody.",,,10.1177/0267658313510926,WOS:000337654200003,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",lexical encoding of l2 tones the role of l1 stress pitch accent and intonation,"Braun, B",doi:10.1177/0267658313510926,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Linguistic Tone and Non-Linguistic Pitch Imitation in Children with Autism Spectrum Disorders: A Cross-Linguistic Investigation,"Chen, F; Cheung, CCH; Peng, G",2022,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,"The conclusions on prosodic pitch features in autism spectrum disorders (ASD) have primarily been derived from studies in non-tonal language speakers. This cross-linguistic study evaluated the performance of imitating Cantonese lexical tones and their non-linguistic (nonspeech) counterparts by Cantonese- and Mandarin-speaking children with and without ASD. Acoustic analyses showed that, compared with typically developing peers, children with ASD exhibited increased pitch variations when imitating lexical tones, while performed similarly when imitating the nonspeech counterparts. Furthermore, Mandarin-speaking children with ASD failed to exploit the phonological knowledge of segments to improve the imitation accuracy of non-native lexical tones. These findings help clarify the speech-specific pitch processing atypicality and phonological processing deficit in tone-language-speaking children with ASD.",,,10.1007/s10803-021-05123-4,WOS:000659415100004,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",linguistic tone and non linguistic pitch imitation in children with autism spectrum disorders a cross linguistic investigation,"Chen, F",doi:10.1007/s10803-021-05123-4,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Universals of listening: Equivalent prosodic entrainment in tone and non-tone languages,"Ip, MHK; Cutler, A",2020,COGNITION,"In English and Dutch, listeners entrain to prosodic contours to predict where focus will fall in an utterance. Here, we ask whether this strategy is universally available, even in languages with very different phonological systems (e.g., tone versus non-tone languages). In a phoneme detection experiment, we examined whether prosodic entrainment also occurs in Mandarin Chinese, a tone language, where the use of various suprasegmental cues to lexical identity may take precedence over their use in salience. Consistent with the results from Germanic languages, response times were facilitated when preceding intonation predicted high stress on the target-bearing word, and the lexical tone of the target word (i.e., rising versus falling) did not affect the Mandarin listeners' response. Further, the extent to which prosodic entrainment was used to detect the target phoneme was the same in both English and Mandarin listeners. Nevertheless, native Mandarin speakers did not adopt an entrainment strategy when the sentences were presented in English, consistent with the suggestion that L2 listening may be strained by additional functional load from prosodic processing. These findings have implications for how universal and language-specific mechanisms interact in the perception of focus structure in everyday discourse.",,,10.1016/j.cognition.2020.104311,WOS:000551338900012,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",universals of listening equivalent prosodic entrainment in tone and non tone languages,"Ip, MHK",doi:10.1016/j.cognition.2020.104311,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
How experience with tone in the native language affects the L2 acquisition of pitch accents,"Zahner-Ritter, K; Zhao, TY; Einfeldt, M; Braun, B",2022,FRONTIERS IN PSYCHOLOGY,"This paper tested the ability of Mandarin learners of German, whose native language has lexical tone, to imitate pitch accent contrasts in German, an intonation language. In intonation languages, pitch accents do not convey lexical information; also, pitch accents are sparser than lexical tones as they only associate with prominent words in the utterance. We compared two kinds of German pitch-accent contrasts: (1) a ""non-merger"" contrast, which Mandarin listeners perceive as different and (2) a ""merger"" contrast, which sounds more similar to Mandarin listeners. Speakers of a tone language are generally very sensitive to pitch. Hypothesis 1 (H1) therefore stated that Mandarin learners produce the two kinds of contrasts similarly to native German speakers. However, the documented sensitivity to tonal contrasts, at the expense of processing phrase-level intonational contrasts, may generally hinder target-like production of intonational pitch accents in the L2 (Hypothesis 2, H2). Finally, cross-linguistic influence (CLI) predicts a difference in the realization of these two contrasts as well as improvement with higher proficiency (Hypothesis 3, H3). We used a delayed imitation paradigm, which is well-suited for assessing L2-phonetics and -phonology because it does not necessitate access to intonational meaning. We investigated the imitation of three kinds of accents, which were associated with the sentence-final noun in short wh-questions (e.g., Wer malt denn Mandalas, lit: ""Who draws PRT mandalas?"" ""Who likes drawing mandalas?""). In Experiment 1, 28 native speakers of Mandarin participated (14 low- and 14 high-proficient). The learners' productions of the two kinds of contrasts were analyzed using General Additive Mixed Models to evaluate differences in pitch accent contrasts over time, in comparison to the productions of native German participants from an earlier study in our lab. Results showed a more pronounced realization of the non-merger contrast compared to German natives and a less distinct realization of the merger contrast, with beneficial effects of proficiency, lending support to H3. Experiment 2 tested low-proficient Italian learners of German (whose L1 is an intonation language) to contextualize the Mandarin data and further investigate CLI. Italian learners realized the non-merger contrast more target-like than Mandarin learners, lending additional support to CLI (H3).",,,10.3389/fpsyg.2022.903879,WOS:000861273800001,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",how experience with tone in the native language affects the l2 acquisition of pitch accents,"Zahner-Ritter, K",doi:10.3389/fpsyg.2022.903879,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Effects of tone and focus on the formation and alignment of f0 contours,"Xu, Y",1999,JOURNAL OF PHONETICS,"The present study examines how lexical tone and focus contribute to the formation and alignment off, contours in speech. This was done through an investigation of f(0) contour formation in short Mandarin sentences. These sentences all consisted of five syllables with varying tones on the middle three syllables. The sentences were produced by eight Mandarin speakers with four different focus patterns: focus on the first, second, or last word, or with no narrow focus. The f(0) patterns of these sentences were examined through point-by-point f(0) tracing, graphical comparison of averaged f(0) contours, f(0)-contour-syllable alignment analysis, and analysis of maximum, minimum f(0), and slope of f(0) contours. The results indicate that (a) while the lexical tone of a syllable is the most important determining factor for the local f(0) contour of the syllable, focus extensively modulates the global shape of the f(0) curve, which in turn affects the height and even the shape of local contours; (b) the tones of adjacent syllables also extensively influence both the shape and height of the f(0) contour of a syllable, with the preceding tone exerting more influence than the following tone; (c) despite extensive variations in shape and height, the f(0) contour of a tone remains closely aligned with the associated syllable; and (d) both focus and tonal interaction may generate substantial f(0) decline over the course of an utterance. These findings seem to be able to reduce the unpredictability in the formation and alignment of f(0) contours in speech. (C) 1999 Academic Press.",,,10.1006/jpho.1999.0086,WOS:000081301100003,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",effects of tone and focus on the formation and alignment of f0 contours,"Xu, Y",doi:10.1006/jpho.1999.0086,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Perception of tones by bilingual infants learning non-tone languages,"Liu, LQ; Kager, R",2017,BILINGUALISM-LANGUAGE AND COGNITION,"This paper examines the ability of bilingual infants who were learning Dutch and another non-tone language to discriminate tonal contrasts. All infants from 5 to 18 months of age succeeded in discriminating a tonal contrast of Mandarin Chinese (Tone 1 versus Tone 4) and showed a U-shaped pattern when facing a less acoustically salient manipulated version (contracted) of the aforementioned contrast. Specifically, infants showed initial sensitivity to the contracted contrast during their early months, followed by a loss of sensitivity at the stage where tonal perceptual reorganization typically occurs, and a sensitivity rebound by the end of the first year after birth. Compared to a previous studying of ours testing monolingual Dutch infants (Liu & Kager, 2014), the discrimination patterns of bilingual infants revealed both similarities and differences. On one hand, as with monolinguals, non-tone-learning bilingual infants' tonal perception presented plasticity influenced by contrast acoustic salience along the trajectory of perceptual reorganization; as well as a general U-shaped perceptual pattern when discriminating non-native tones. On the other hand, bilingual infants appeared to regain sensitivity to the contracted tonal contrast at an earlier age (11-12 months) in comparison with monolinguals infants (17-18 months). We provide several explanations, stemming from the simultaneous exposure to two languages, to account for the 6-month bilingual perceptual plasticity from linguistic and cognitive perspectives. The overall outcomes of the study offer insights into the infant perceptual reorganization and language development trajectory, expand on the differences between monolingual and bilingual language development, and broaden our understanding of the influence of bilingual exposure to the perception of non-native contrasts in infancy from linguistic and cognitive perspectives.",,,10.1017/s1366728916000183,WOS:000399401100008,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",perception of tones by bilingual infants learning non tone languages,"Liu, LQ",doi:10.1017/s1366728916000183,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
